"Session","Topic","Day","Month","Weekday","Time","timezone"
"Coffee Break","Socializing","3","10","Saturday","11:45 - 12:00","America/Goose_Bay"
"Session 3.3","Input on NATO policy","3","10","Saturday","12:00 - 12:30","America/Goose_Bay"
"Session 3.4","Questions","3","10","Saturday","12:30 - 13:00","America/Goose_Bay"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","11:00 - 11:30","America/Goose_Bay"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","11:30 - 12:45","America/Goose_Bay"
"Coffee Break","Socializing","10","10","Saturday","12:45 - 13:00","America/Goose_Bay"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","13:00 - 14:30","America/Goose_Bay"
"Meal Break","-","10","10","Saturday","14:30 - 15:30","America/Goose_Bay"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","15:30 - 16:45","America/Goose_Bay"
"Session 4.5","Press Conference","10","10","Saturday","16:45 - 17:00","America/Goose_Bay"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","11:00 - 12:15","America/Goose_Bay"
"Coffee Break","Socializing","11","10","Sunday","12:15 - 12:30","America/Goose_Bay"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","12:30 - 14:00","America/Goose_Bay"
"Meal Break","-","11","10","Sunday","14:00 - 15:00","America/Goose_Bay"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","15:00 - 16:15","America/Goose_Bay"
"Session 5.4","Press Conference","11","10","Sunday","16:15 - 16:45","America/Goose_Bay"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","16:45 - 17:00","America/Goose_Bay"
"Session 1.1","Opening Speech","19","9","Saturday","10:00 - 10:15","America/Grand_Turk"
"Session 1.2","Team Introduction","19","9","Saturday","10:15 - 10:45","America/Grand_Turk"
"Coffee Break","Socializing","19","9","Saturday","10:45 - 11:00","America/Grand_Turk"
"Session 1.3","Introduction to Zoom","19","9","Saturday","11:00 - 11:15","America/Grand_Turk"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","11:15 - 11:30","America/Grand_Turk"
"Session 1.5","Questions","19","9","Saturday","11:30 - 11:45","America/Grand_Turk"
"Session 1.6","Socializing","19","9","Saturday","11:45 - 12:30","America/Grand_Turk"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","10:00 - 10:30","America/Grand_Turk"
"Session 2.2","Questions","26","9","Saturday","10:30 - 10:45","America/Grand_Turk"
"Coffee Break","Socializing","26","9","Saturday","10:45 - 11:00","America/Grand_Turk"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","11:00 - 11:30","America/Grand_Turk"
"Session 2.4","Questions","26","9","Saturday","11:30 - 11:45","America/Grand_Turk"
"Coffee Break","Socializing","26","9","Saturday","11:45 - 12:00","America/Grand_Turk"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","12:00 - 13:00","America/Grand_Turk"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","10:00 - 10:30","America/Grand_Turk"
"Session 3.2","Questions","3","10","Saturday","10:30 - 10:45","America/Grand_Turk"
"Coffee Break","Socializing","3","10","Saturday","10:45 - 11:00","America/Grand_Turk"
"Session 3.3","Input on NATO policy","3","10","Saturday","11:00 - 11:30","America/Grand_Turk"
"Session 3.4","Questions","3","10","Saturday","11:30 - 12:00","America/Grand_Turk"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","10:00 - 10:30","America/Grand_Turk"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","10:30 - 11:45","America/Grand_Turk"
"Coffee Break","Socializing","10","10","Saturday","11:45 - 12:00","America/Grand_Turk"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","12:00 - 13:30","America/Grand_Turk"
"Meal Break","-","10","10","Saturday","13:30 - 14:30","America/Grand_Turk"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","14:30 - 15:45","America/Grand_Turk"
"Session 4.5","Press Conference","10","10","Saturday","15:45 - 16:00","America/Grand_Turk"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","10:00 - 11:15","America/Grand_Turk"
"Coffee Break","Socializing","11","10","Sunday","11:15 - 11:30","America/Grand_Turk"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","11:30 - 13:00","America/Grand_Turk"
"Meal Break","-","11","10","Sunday","13:00 - 14:00","America/Grand_Turk"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","14:00 - 15:15","America/Grand_Turk"
"Session 5.4","Press Conference","11","10","Sunday","15:15 - 15:45","America/Grand_Turk"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","15:45 - 16:00","America/Grand_Turk"
"Session 1.1","Opening Speech","19","9","Saturday","10:00 - 10:15","America/Grenada"
"Session 1.2","Team Introduction","19","9","Saturday","10:15 - 10:45","America/Grenada"
"Coffee Break","Socializing","19","9","Saturday","10:45 - 11:00","America/Grenada"
"Session 1.3","Introduction to Zoom","19","9","Saturday","11:00 - 11:15","America/Grenada"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","11:15 - 11:30","America/Grenada"
"Session 1.5","Questions","19","9","Saturday","11:30 - 11:45","America/Grenada"
"Session 1.6","Socializing","19","9","Saturday","11:45 - 12:30","America/Grenada"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","10:00 - 10:30","America/Grenada"
"Session 2.2","Questions","26","9","Saturday","10:30 - 10:45","America/Grenada"
"Coffee Break","Socializing","26","9","Saturday","10:45 - 11:00","America/Grenada"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","11:00 - 11:30","America/Grenada"
"Session 2.4","Questions","26","9","Saturday","11:30 - 11:45","America/Grenada"
"Coffee Break","Socializing","26","9","Saturday","11:45 - 12:00","America/Grenada"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","12:00 - 13:00","America/Grenada"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","10:00 - 10:30","America/Grenada"
"Session 3.2","Questions","3","10","Saturday","10:30 - 10:45","America/Grenada"
"Coffee Break","Socializing","3","10","Saturday","10:45 - 11:00","America/Grenada"
"Session 3.3","Input on NATO policy","3","10","Saturday","11:00 - 11:30","America/Grenada"
"Session 3.4","Questions","3","10","Saturday","11:30 - 12:00","America/Grenada"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","10:00 - 10:30","America/Grenada"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","10:30 - 11:45","America/Grenada"
"Coffee Break","Socializing","10","10","Saturday","11:45 - 12:00","America/Grenada"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","12:00 - 13:30","America/Grenada"
"Meal Break","-","10","10","Saturday","13:30 - 14:30","America/Grenada"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","14:30 - 15:45","America/Grenada"
"Session 4.5","Press Conference","10","10","Saturday","15:45 - 16:00","America/Grenada"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","10:00 - 11:15","America/Grenada"
"Coffee Break","Socializing","11","10","Sunday","11:15 - 11:30","America/Grenada"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","11:30 - 13:00","America/Grenada"
"Meal Break","-","11","10","Sunday","13:00 - 14:00","America/Grenada"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","14:00 - 15:15","America/Grenada"
"Session 5.4","Press Conference","11","10","Sunday","15:15 - 15:45","America/Grenada"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","15:45 - 16:00","America/Grenada"
"Session 1.1","Opening Speech","19","9","Saturday","10:00 - 10:15","America/Guadeloupe"
"Session 1.2","Team Introduction","19","9","Saturday","10:15 - 10:45","America/Guadeloupe"
"Coffee Break","Socializing","19","9","Saturday","10:45 - 11:00","America/Guadeloupe"
"Session 1.3","Introduction to Zoom","19","9","Saturday","11:00 - 11:15","America/Guadeloupe"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","11:15 - 11:30","America/Guadeloupe"
"Session 1.5","Questions","19","9","Saturday","11:30 - 11:45","America/Guadeloupe"
"Session 1.6","Socializing","19","9","Saturday","11:45 - 12:30","America/Guadeloupe"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","10:00 - 10:30","America/Guadeloupe"
"Session 2.2","Questions","26","9","Saturday","10:30 - 10:45","America/Guadeloupe"
"Coffee Break","Socializing","26","9","Saturday","10:45 - 11:00","America/Guadeloupe"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","11:00 - 11:30","America/Guadeloupe"
"Session 2.4","Questions","26","9","Saturday","11:30 - 11:45","America/Guadeloupe"
"Coffee Break","Socializing","26","9","Saturday","11:45 - 12:00","America/Guadeloupe"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","12:00 - 13:00","America/Guadeloupe"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","10:00 - 10:30","America/Guadeloupe"
"Session 3.2","Questions","3","10","Saturday","10:30 - 10:45","America/Guadeloupe"
"Coffee Break","Socializing","3","10","Saturday","10:45 - 11:00","America/Guadeloupe"
"Session 3.3","Input on NATO policy","3","10","Saturday","11:00 - 11:30","America/Guadeloupe"
"Session 3.4","Questions","3","10","Saturday","11:30 - 12:00","America/Guadeloupe"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","10:00 - 10:30","America/Guadeloupe"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","10:30 - 11:45","America/Guadeloupe"
"Coffee Break","Socializing","10","10","Saturday","11:45 - 12:00","America/Guadeloupe"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","12:00 - 13:30","America/Guadeloupe"
"Meal Break","-","10","10","Saturday","13:30 - 14:30","America/Guadeloupe"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","14:30 - 15:45","America/Guadeloupe"
"Session 4.5","Press Conference","10","10","Saturday","15:45 - 16:00","America/Guadeloupe"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","10:00 - 11:15","America/Guadeloupe"
"Coffee Break","Socializing","11","10","Sunday","11:15 - 11:30","America/Guadeloupe"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","11:30 - 13:00","America/Guadeloupe"
"Meal Break","-","11","10","Sunday","13:00 - 14:00","America/Guadeloupe"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","14:00 - 15:15","America/Guadeloupe"
"Session 5.4","Press Conference","11","10","Sunday","15:15 - 15:45","America/Guadeloupe"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","15:45 - 16:00","America/Guadeloupe"
"Session 1.1","Opening Speech","19","9","Saturday","08:00 - 08:15","America/Guatemala"
"Session 1.2","Team Introduction","19","9","Saturday","08:15 - 08:45","America/Guatemala"
"Coffee Break","Socializing","19","9","Saturday","08:45 - 09:00","America/Guatemala"
"Session 1.3","Introduction to Zoom","19","9","Saturday","09:00 - 09:15","America/Guatemala"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","09:15 - 09:30","America/Guatemala"
"Session 1.5","Questions","19","9","Saturday","09:30 - 09:45","America/Guatemala"
"Session 1.6","Socializing","19","9","Saturday","09:45 - 10:30","America/Guatemala"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","08:00 - 08:30","America/Guatemala"
"Session 2.2","Questions","26","9","Saturday","08:30 - 08:45","America/Guatemala"
"Coffee Break","Socializing","26","9","Saturday","08:45 - 09:00","America/Guatemala"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","09:00 - 09:30","America/Guatemala"
"Session 2.4","Questions","26","9","Saturday","09:30 - 09:45","America/Guatemala"
"Coffee Break","Socializing","26","9","Saturday","09:45 - 10:00","America/Guatemala"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","10:00 - 11:00","America/Guatemala"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","08:00 - 08:30","America/Guatemala"
"Session 3.2","Questions","3","10","Saturday","08:30 - 08:45","America/Guatemala"
"Coffee Break","Socializing","3","10","Saturday","08:45 - 09:00","America/Guatemala"
"Session 3.3","Input on NATO policy","3","10","Saturday","09:00 - 09:30","America/Guatemala"
"Session 3.4","Questions","3","10","Saturday","09:30 - 10:00","America/Guatemala"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","08:00 - 08:30","America/Guatemala"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","08:30 - 09:45","America/Guatemala"
"Coffee Break","Socializing","10","10","Saturday","09:45 - 10:00","America/Guatemala"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","10:00 - 11:30","America/Guatemala"
"Meal Break","-","10","10","Saturday","11:30 - 12:30","America/Guatemala"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","12:30 - 13:45","America/Guatemala"
"Session 4.5","Press Conference","10","10","Saturday","13:45 - 14:00","America/Guatemala"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","08:00 - 09:15","America/Guatemala"
"Coffee Break","Socializing","11","10","Sunday","09:15 - 09:30","America/Guatemala"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","09:30 - 11:00","America/Guatemala"
"Meal Break","-","11","10","Sunday","11:00 - 12:00","America/Guatemala"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","12:00 - 13:15","America/Guatemala"
"Session 5.4","Press Conference","11","10","Sunday","13:15 - 13:45","America/Guatemala"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","13:45 - 14:00","America/Guatemala"
"Session 1.1","Opening Speech","19","9","Saturday","09:00 - 09:15","America/Guayaquil"
"Session 1.2","Team Introduction","19","9","Saturday","09:15 - 09:45","America/Guayaquil"
"Coffee Break","Socializing","19","9","Saturday","09:45 - 10:00","America/Guayaquil"
"Session 1.3","Introduction to Zoom","19","9","Saturday","10:00 - 10:15","America/Guayaquil"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","10:15 - 10:30","America/Guayaquil"
"Session 1.5","Questions","19","9","Saturday","10:30 - 10:45","America/Guayaquil"
"Session 1.6","Socializing","19","9","Saturday","10:45 - 11:30","America/Guayaquil"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","09:00 - 09:30","America/Guayaquil"
"Session 2.2","Questions","26","9","Saturday","09:30 - 09:45","America/Guayaquil"
"Coffee Break","Socializing","26","9","Saturday","09:45 - 10:00","America/Guayaquil"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","10:00 - 10:30","America/Guayaquil"
"Session 2.4","Questions","26","9","Saturday","10:30 - 10:45","America/Guayaquil"
"Coffee Break","Socializing","26","9","Saturday","10:45 - 11:00","America/Guayaquil"
